,similarity,SSE,silhouette,nm_info
0,99.93333333333332,8499.471,0.87,0.989
1,99.8,8498.745,0.868,0.981
2,99.8,8498.257,0.869,0.988
3,99.8,8496.063,0.868,0.988
4,99.86666666666667,8497.334,0.868,0.984
5,99.8,8497.549,0.869,0.996
6,99.8,8498.038,0.869,0.988
7,99.73333333333333,8497.923,0.868,0.984
8,99.93333333333332,8497.443,0.869,0.988
9,99.86666666666667,8496.548,0.869,0.991
