,similarity,SSE,silhouette,nm_info
0,97.66666666666667,8907.733,0.717,0.71
1,98.46666666666667,8854.631,0.718,0.69
2,99.13333333333333,8843.772,0.719,0.686
3,98.8,8840.05,0.719,0.685
4,99.2,8837.209,0.72,0.685
5,98.8,8833.399,0.719,0.683
6,99.06666666666666,8841.368,0.721,0.689
7,99.13333333333333,8838.353,0.72,0.686
8,99.06666666666666,8838.205,0.72,0.687
9,99.06666666666666,8833.566,0.72,0.685
