,similarity,SSE,silhouette,nm_info
0,97.66666666666667,8911.96,0.717,0.711
1,99.6,8839.165,0.721,0.687
2,99.66666666666667,8834.133,0.722,0.686
3,99.73333333333333,8829.94,0.723,0.685
4,99.66666666666667,8825.345,0.721,0.681
5,99.66666666666667,8839.368,0.722,0.688
6,99.6,8833.446,0.723,0.686
7,99.8,8835.181,0.722,0.685
8,99.53333333333333,8831.63,0.722,0.685
9,99.46666666666667,8834.052,0.722,0.687
