,similarity,SSE,silhouette,nm_info
0,99.66666666666667,9292.444,0.551,0.384
1,99.0,9367.665,0.548,0.394
2,99.13333333333333,9336.314,0.548,0.387
3,99.33333333333333,9333.672,0.549,0.388
4,99.2,9335.841,0.549,0.388
5,99.06666666666666,9345.269,0.548,0.388
6,98.86666666666667,9359.452,0.547,0.39
7,98.93333333333332,9365.745,0.547,0.392
8,99.26666666666667,9295.195,0.549,0.38
9,98.93333333333332,9363.515,0.548,0.392
