,similarity,SSE,silhouette,nm_info
0,98.13333333333333,8911.437,0.72,0.787
1,97.06666666666666,8942.275,0.703,0.767
2,96.2,8976.0,0.692,0.76
3,96.93333333333334,8970.508,0.691,0.766
4,95.86666666666666,8967.861,0.689,0.757
5,96.0,8965.524,0.684,0.75
6,96.2,8968.481,0.68,0.747
7,96.13333333333334,8958.843,0.681,0.754
8,94.73333333333333,8972.204,0.671,0.743
9,94.66666666666667,8967.67,0.672,0.736
