,similarity,SSE,silhouette,nm_info
0,98.06666666666666,8919.68,0.721,0.785
1,97.26666666666667,8956.045,0.708,0.784
2,96.73333333333333,8982.061,0.704,0.787
3,96.73333333333333,8964.968,0.694,0.765
4,96.39999999999999,8989.228,0.692,0.774
5,96.26666666666667,8984.742,0.692,0.766
6,96.06666666666666,8997.077,0.693,0.78
7,97.2,8977.132,0.698,0.774
8,96.8,8963.619,0.695,0.758
9,96.2,8969.52,0.689,0.767
