,similarity,SSE,silhouette,nm_info
0,97.46666666666667,8859.376,0.706,0.681
1,97.6,8832.161,0.703,0.668
2,97.6,8832.862,0.7,0.666
3,97.86666666666667,8832.905,0.702,0.667
4,97.86666666666667,8835.863,0.702,0.668
5,97.66666666666667,8829.482,0.7,0.664
6,97.66666666666667,8834.088,0.701,0.667
7,97.6,8832.862,0.7,0.666
8,97.6,8833.265,0.7,0.666
9,97.86666666666667,8833.615,0.701,0.666
