,similarity,SSE,silhouette,nm_info
0,99.86666666666667,8501.781,0.87,0.986
1,99.86666666666667,8498.561,0.87,0.992
2,100.0,8497.882,0.87,0.992
3,99.8,8496.149,0.868,0.988
4,99.8,8495.453,0.869,0.996
5,99.73333333333333,8495.1,0.868,0.992
6,99.8,8496.197,0.868,0.988
7,99.66666666666667,8496.744,0.868,0.988
8,99.8,8496.149,0.868,0.988
9,99.73333333333333,8498.411,0.868,0.978
