,similarity,SSE,silhouette,nm_info
0,96.6,8878.698,0.679,0.713
1,96.66666666666667,8867.586,0.662,0.708
2,96.33333333333334,8839.468,0.653,0.701
3,96.46666666666667,8816.783,0.648,0.704
4,96.66666666666667,8798.224,0.645,0.704
5,96.66666666666667,8791.109,0.643,0.703
6,96.66666666666667,8787.359,0.643,0.7
7,96.73333333333333,8791.8,0.644,0.702
8,96.73333333333333,8794.207,0.644,0.706
9,96.6,8796.248,0.645,0.703
