,similarity,SSE,silhouette,nm_info
0,99.86666666666667,8501.781,0.87,0.986
1,99.4,8498.565,0.862,0.964
2,99.33333333333333,8494.796,0.861,0.975
3,99.4,8496.11,0.861,0.971
4,99.26666666666667,8496.531,0.859,0.966
5,99.4,8497.025,0.861,0.971
6,99.4,8497.335,0.863,0.97
7,99.26666666666667,8501.583,0.86,0.958
8,99.6,8499.697,0.864,0.972
9,99.53333333333333,8497.732,0.865,0.981
