,similarity,SSE,silhouette,nm_info
0,99.0,9404.491,0.549,0.402
1,99.26666666666667,9362.661,0.55,0.395
2,99.2,9372.721,0.55,0.397
3,99.26666666666667,9362.122,0.55,0.395
4,99.26666666666667,9362.143,0.55,0.395
