,similarity,SSE,silhouette,nm_info
0,99.86666666666667,8501.781,0.87,0.986
1,99.26666666666667,8497.784,0.86,0.965
2,99.33333333333333,8498.636,0.861,0.967
3,99.33333333333333,8500.091,0.862,0.972
4,99.2,8495.274,0.857,0.968
5,99.53333333333333,8499.486,0.864,0.969
6,99.33333333333333,8497.012,0.86,0.968
7,99.33333333333333,8500.713,0.861,0.967
8,99.33333333333333,8500.343,0.86,0.961
9,99.2,8498.479,0.858,0.957
