,similarity,SSE,silhouette,nm_info
0,97.6,8919.541,0.717,0.713
1,99.06666666666666,8841.409,0.72,0.687
2,99.33333333333333,8834.537,0.721,0.685
3,99.4,8837.238,0.721,0.687
4,99.4,8826.738,0.72,0.683
5,99.2,8827.751,0.72,0.682
6,99.0,8839.447,0.722,0.689
7,99.13333333333333,8834.74,0.722,0.687
8,99.26666666666667,8837.858,0.722,0.688
9,99.26666666666667,8838.807,0.722,0.687
