,similarity,SSE,silhouette,nm_info
0,98.2,8915.981,0.718,0.781
1,96.6,8944.724,0.698,0.761
2,96.26666666666667,8952.491,0.687,0.75
3,95.33333333333334,8968.908,0.679,0.749
4,95.0,8979.307,0.672,0.749
5,94.33333333333334,8971.722,0.667,0.736
6,93.33333333333333,8988.388,0.663,0.741
7,95.26666666666667,8985.335,0.672,0.75
8,94.39999999999999,8949.353,0.66,0.72
9,94.26666666666667,8985.031,0.662,0.746
