,similarity,SSE,silhouette,nm_info
0,97.8,8904.836,0.717,0.708
1,99.6,8832.552,0.722,0.685
2,99.46666666666667,8830.207,0.722,0.686
3,99.4,8831.497,0.722,0.686
4,99.46666666666667,8833.802,0.722,0.686
5,99.66666666666667,8831.575,0.722,0.685
6,99.53333333333333,8827.324,0.721,0.683
7,99.66666666666667,8824.571,0.722,0.682
8,99.6,8829.861,0.722,0.684
9,99.53333333333333,8833.01,0.722,0.687
