,similarity,SSE,silhouette,nm_info
0,99.86666666666667,9261.133,0.551,0.379
1,98.86666666666667,9332.599,0.547,0.384
2,99.06666666666666,9351.559,0.547,0.388
3,98.53333333333333,9395.049,0.544,0.392
4,98.93333333333332,9370.715,0.547,0.392
5,98.6,9395.438,0.545,0.394
6,98.66666666666667,9402.406,0.545,0.395
7,98.86666666666667,9385.278,0.546,0.394
8,99.13333333333333,9355.614,0.547,0.39
9,99.0,9364.827,0.546,0.39
