,similarity,SSE,silhouette,nm_info
0,99.6,9301.644,0.551,0.385
1,99.46666666666667,9327.112,0.55,0.389
2,99.13333333333333,9345.133,0.549,0.39
3,99.26666666666667,9310.626,0.549,0.384
4,99.46666666666667,9295.045,0.55,0.382
5,99.13333333333333,9314.0,0.549,0.384
6,99.33333333333333,9315.079,0.549,0.385
7,99.46666666666667,9307.752,0.55,0.385
8,99.53333333333333,9301.421,0.55,0.384
9,99.33333333333333,9294.675,0.55,0.382
