,similarity,SSE,silhouette,nm_info
0,98.2,8917.947,0.721,0.785
1,97.46666666666667,8953.714,0.709,0.78
2,98.26666666666667,8979.591,0.711,0.802
3,97.46666666666667,8965.319,0.703,0.779
4,97.13333333333334,8966.018,0.701,0.776
5,97.39999999999999,8960.182,0.703,0.776
6,96.6,8973.501,0.698,0.777
7,96.8,8972.09,0.698,0.775
8,97.06666666666666,8976.334,0.698,0.775
9,96.46666666666667,8973.773,0.696,0.769
