,similarity,SSE,silhouette,nm_info
0,99.53333333333333,9311.688,0.551,0.387
1,99.13333333333333,9302.751,0.548,0.38
2,99.2,9306.628,0.549,0.382
3,99.06666666666666,9329.687,0.548,0.385
4,98.93333333333332,9336.018,0.547,0.385
5,99.26666666666667,9311.732,0.549,0.384
6,99.06666666666666,9357.181,0.548,0.392
7,99.2,9357.257,0.548,0.392
8,99.33333333333333,9303.591,0.549,0.382
9,99.46666666666667,9296.754,0.549,0.382
