,similarity,SSE,silhouette,nm_info
0,100.0,8497.882,0.87,0.992
1,99.73333333333333,8495.1,0.868,0.992
2,99.66666666666667,8494.718,0.867,0.989
3,99.6,8494.427,0.866,0.986
4,99.73333333333333,8495.086,0.868,0.992
5,99.53333333333333,8494.297,0.865,0.983
6,99.53333333333333,8494.297,0.865,0.983
