,similarity,SSE,silhouette,nm_info
0,97.46666666666667,8916.487,0.716,0.711
1,98.53333333333333,8865.799,0.717,0.691
2,99.0,8837.83,0.717,0.682
3,98.73333333333333,8843.397,0.718,0.684
4,98.66666666666667,8846.67,0.717,0.684
5,98.6,8849.783,0.717,0.686
6,98.46666666666667,8849.037,0.717,0.686
7,99.0,8829.327,0.72,0.682
8,99.0,8845.827,0.72,0.688
9,98.8,8838.264,0.718,0.683
