index,date,q_v,K,M,N,M1,shots,n_circuits,max_qbits,n_ite,avg_ite_time,avg_ite_hw_time,treshold,avg_similarity,SSE,silhouette,v_measure,nm_info
0,2022-05-20 19:16:40,1,2,1500,2,None,8192,0,3,5,44.85,0.0,0.0001,99.2,9362.143,0.55,0.395,0.395
