index,date,q_v,K,M,N,M1,shots,n_circuits,max_qbits,n_ite,avg_ite_time,avg_ite_hw_time,treshold,avg_similarity,SSE,silhouette,v_measure,nm_info
0,2022-05-20 18:45:55,1,3,1500,2,None,8192,0,3,10,68.37,0.0,0.0001,96.61,8796.248,0.645,0.703,0.703
