index,date,q_v,K,M,N,M1,shots,n_circuits,max_qbits,n_ite,avg_ite_time,avg_ite_hw_time,treshold,avg_similarity,SSE,silhouette,v_measure,nm_info
0,2022-05-20 18:57:23,1,3,1500,2,None,8192,0,3,7,67.87,0.0,0.0001,99.69,8494.297,0.865,0.983,0.983
