index,date,q_v,K,M,N,M1,shots,n_circuits,max_qbits,n_ite,avg_ite_time,avg_ite_hw_time,treshold,avg_similarity,SSE,silhouette,v_measure,nm_info
0,2022-05-20 19:05:22,1,3,1500,2,None,8192,0,3,10,67.46,0.0,0.0001,97.68,8833.615,0.701,0.666,0.666
